target,precision,recall,f1-score,TP,FP,FN,TN,Selected_features,Lags,Dataset,File_name,Execution_time,FS_SIZE
3,0.5,0.16666666666666666,0.25,1,1,5,3,2,2,VARSmall/returns,data_0.csv,0.000240325927734375,2
4,1.0,0.3333333333333333,0.5,2,0,4,4,2,2,VARSmall/returns,data_0.csv,0.00022292137145996094,2
5,0.5,0.16666666666666666,0.25,1,1,5,3,2,2,VARSmall/returns,data_0.csv,0.0002186298370361328,2
6,0.5,0.16666666666666666,0.25,1,1,5,3,2,2,VARSmall/returns,data_0.csv,0.00022339820861816406,2
7,1.0,0.3333333333333333,0.5,2,0,4,4,2,2,VARSmall/returns,data_0.csv,0.00021648406982421875,2
8,1.0,0.3333333333333333,0.5,2,0,4,4,2,2,VARSmall/returns,data_0.csv,0.00021719932556152344,2
9,1.0,0.3333333333333333,0.5,2,0,4,4,2,2,VARSmall/returns,data_0.csv,0.00020956993103027344,2
0,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,3,3,2,VARSmall/returns,data_0.csv,0.00018477439880371094,3
1,1.0,0.5,0.6666666666666666,3,0,3,4,3,2,VARSmall/returns,data_0.csv,0.00018024444580078125,3
2,0.5,0.16666666666666666,0.25,1,1,5,3,3,2,VARSmall/returns,data_0.csv,0.000179290771484375,2
3,0.3333333333333333,0.16666666666666666,0.2222222222222222,1,2,5,2,3,2,VARSmall/returns,data_0.csv,0.000213623046875,3
4,1.0,0.5,0.6666666666666666,3,0,3,4,3,2,VARSmall/returns,data_0.csv,0.00019288063049316406,3
5,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,3,3,2,VARSmall/returns,data_0.csv,0.00018167495727539062,3
6,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,3,3,2,VARSmall/returns,data_0.csv,0.0001876354217529297,3
7,1.0,0.5,0.6666666666666666,3,0,3,4,3,2,VARSmall/returns,data_0.csv,0.0001766681671142578,3
8,1.0,0.5,0.6666666666666666,3,0,3,4,3,2,VARSmall/returns,data_0.csv,0.0001823902130126953,3
9,1.0,0.5,0.6666666666666666,3,0,3,4,3,2,VARSmall/returns,data_0.csv,0.00018405914306640625,3
0,0.75,0.5,0.6,3,1,3,3,4,2,VARSmall/returns,data_0.csv,0.00018405914306640625,4
1,1.0,0.6666666666666666,0.8,4,0,2,4,4,2,VARSmall/returns,data_0.csv,0.0001895427703857422,4
2,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,3,4,2,VARSmall/returns,data_0.csv,0.00019621849060058594,3
3,0.25,0.16666666666666666,0.2,1,3,5,1,4,2,VARSmall/returns,data_0.csv,0.000202178955078125,4
4,0.75,0.5,0.6,3,1,3,3,4,2,VARSmall/returns,data_0.csv,0.0001842975616455078,4
5,0.5,0.3333333333333333,0.4,2,2,4,2,4,2,VARSmall/returns,data_0.csv,0.00019049644470214844,4
6,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4,3,4,2,VARSmall/returns,data_0.csv,0.00018858909606933594,3
7,0.75,0.5,0.6,3,1,3,3,4,2,VARSmall/returns,data_0.csv,0.0001914501190185547,4
8,1.0,0.5,0.6666666666666666,3,0,3,4,4,2,VARSmall/returns,data_0.csv,0.00018906593322753906,3
9,0.75,0.5,0.6,3,1,3,3,4,2,VARSmall/returns,data_0.csv,0.0001888275146484375,4
0,0.75,0.5,0.6,3,1,3,3,5,2,VARSmall/returns,data_0.csv,0.0001938343048095703,4
1,1.0,0.6666666666666666,0.8,4,0,2,4,5,2,VARSmall/returns,data_0.csv,0.000186920166015625,4
2,0.5,0.3333333333333333,0.4,2,2,4,2,5,2,VARSmall/returns,data_0.csv,0.00018644332885742188,4
3,0.25,0.16666666666666666,0.2,1,3,5,1,5,2,VARSmall/returns,data_0.csv,0.00018930435180664062,4
4,0.6,0.5,0.5454545454545454,3,2,3,2,5,2,VARSmall/returns,data_0.csv,0.00018668174743652344,5
5,0.4,0.3333333333333333,0.3636363636363636,2,3,4,1,5,2,VARSmall/returns,data_0.csv,0.00018596649169921875,5
6,0.75,0.5,0.6,3,1,3,3,5,2,VARSmall/returns,data_0.csv,0.0001850128173828125,4
7,0.75,0.5,0.6,3,1,3,3,5,2,VARSmall/returns,data_0.csv,0.00018548965454101562,4
8,0.75,0.5,0.6,3,1,3,3,5,2,VARSmall/returns,data_0.csv,0.00018787384033203125,4
9,0.6,0.5,0.5454545454545454,3,2,3,2,5,2,VARSmall/returns,data_0.csv,0.00019049644470214844,5
0,0.6,0.5,0.5454545454545454,3,2,3,2,6,2,VARSmall/returns,data_0.csv,0.00019311904907226562,5
1,0.8,0.6666666666666666,0.7272727272727272,4,1,2,3,6,2,VARSmall/returns,data_0.csv,0.00019407272338867188,5
2,0.4,0.3333333333333333,0.3636363636363636,2,3,4,1,6,2,VARSmall/returns,data_0.csv,0.00019979476928710938,5
3,0.4,0.3333333333333333,0.3636363636363636,2,3,4,1,6,2,VARSmall/returns,data_0.csv,0.0001952648162841797,5
4,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,6,2,VARSmall/returns,data_0.csv,0.0002079010009765625,6
5,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,4,0,6,2,VARSmall/returns,data_0.csv,0.000209808349609375,6
6,0.75,0.5,0.6,3,1,3,3,6,2,VARSmall/returns,data_0.csv,0.00020885467529296875,4
7,0.75,0.5,0.6,3,1,3,3,6,2,VARSmall/returns,data_0.csv,0.00022554397583007812,4
8,0.6,0.5,0.5454545454545454,3,2,3,2,6,2,VARSmall/returns,data_0.csv,0.0002129077911376953,5
9,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,6,2,VARSmall/returns,data_0.csv,0.0002143383026123047,6
0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,7,2,VARSmall/returns,data_0.csv,0.000217437744140625,6
1,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,7,2,VARSmall/returns,data_0.csv,0.0002143383026123047,6
2,0.5,0.5,0.5,3,3,3,1,7,2,VARSmall/returns,data_0.csv,0.00022363662719726562,6
3,0.4,0.3333333333333333,0.3636363636363636,2,3,4,1,7,2,VARSmall/returns,data_0.csv,0.00021958351135253906,5
4,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,7,2,VARSmall/returns,data_0.csv,0.0002281665802001953,7
5,0.42857142857142855,0.5,0.4615384615384615,3,4,3,0,7,2,VARSmall/returns,data_0.csv,0.00022029876708984375,7
6,0.6,0.5,0.5454545454545454,3,2,3,2,7,2,VARSmall/returns,data_0.csv,0.00023317337036132812,5
7,0.6,0.5,0.5454545454545454,3,2,3,2,7,2,VARSmall/returns,data_0.csv,0.00021576881408691406,5
8,0.5,0.5,0.5,3,3,3,1,7,2,VARSmall/returns,data_0.csv,0.00021266937255859375,6
9,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,7,2,VARSmall/returns,data_0.csv,0.0002155303955078125,7
0,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,8,2,VARSmall/returns,data_0.csv,0.00025582313537597656,7
1,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,8,2,VARSmall/returns,data_0.csv,0.0002295970916748047,6
2,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,8,2,VARSmall/returns,data_0.csv,0.0002200603485107422,7
3,0.4,0.3333333333333333,0.3636363636363636,2,3,4,1,8,2,VARSmall/returns,data_0.csv,0.00022792816162109375,5
4,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,8,2,VARSmall/returns,data_0.csv,0.00022268295288085938,7
5,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,8,2,VARSmall/returns,data_0.csv,0.00022602081298828125,8
6,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,8,2,VARSmall/returns,data_0.csv,0.000225067138671875,6
7,0.6,0.5,0.5454545454545454,3,2,3,2,8,2,VARSmall/returns,data_0.csv,0.00022411346435546875,5
8,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,8,2,VARSmall/returns,data_0.csv,0.00022411346435546875,7
9,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,8,2,VARSmall/returns,data_0.csv,0.0002288818359375,8
0,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,9,2,VARSmall/returns,data_0.csv,0.00020623207092285156,7
1,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,2,9,2,VARSmall/returns,data_0.csv,0.00020813941955566406,6
2,0.625,0.8333333333333334,0.7142857142857143,5,3,1,1,9,2,VARSmall/returns,data_0.csv,0.00020599365234375,8
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,4,0,9,2,VARSmall/returns,data_0.csv,0.00023031234741210938,6
4,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,9,2,VARSmall/returns,data_0.csv,0.0002143383026123047,7
5,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,9,2,VARSmall/returns,data_0.csv,0.000213623046875,8
6,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,9,2,VARSmall/returns,data_0.csv,0.00021338462829589844,7
7,0.5,0.5,0.5,3,3,3,1,9,2,VARSmall/returns,data_0.csv,0.00024199485778808594,6
8,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,9,2,VARSmall/returns,data_0.csv,0.00022363662719726562,7
9,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,9,2,VARSmall/returns,data_0.csv,0.00022220611572265625,8
0,0.625,0.8333333333333334,0.7142857142857143,5,3,1,1,10,2,VARSmall/returns,data_0.csv,0.00022268295288085938,8
1,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,10,2,VARSmall/returns,data_0.csv,0.00023102760314941406,7
2,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,10,2,VARSmall/returns,data_0.csv,0.00022363662719726562,9
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,4,0,10,2,VARSmall/returns,data_0.csv,0.00021696090698242188,6
4,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,10,2,VARSmall/returns,data_0.csv,0.00023698806762695312,7
5,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,10,2,VARSmall/returns,data_0.csv,0.00022935867309570312,8
6,0.625,0.8333333333333334,0.7142857142857143,5,3,1,1,10,2,VARSmall/returns,data_0.csv,0.00022912025451660156,8
7,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,10,2,VARSmall/returns,data_0.csv,0.00022339820861816406,7
8,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,10,2,VARSmall/returns,data_0.csv,0.0002238750457763672,7
9,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,10,2,VARSmall/returns,data_0.csv,0.0002300739288330078,8
0,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,11,2,VARSmall/returns,data_0.csv,0.0002429485321044922,9
1,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,11,2,VARSmall/returns,data_0.csv,0.00021719932556152344,8
2,0.6,1.0,0.7499999999999999,6,4,0,0,11,2,VARSmall/returns,data_0.csv,0.00021719932556152344,10
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,4,0,11,2,VARSmall/returns,data_0.csv,0.00021529197692871094,6
4,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,2,1,2,11,2,VARSmall/returns,data_0.csv,0.000240325927734375,7
5,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,11,2,VARSmall/returns,data_0.csv,0.00022935867309570312,8
6,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,11,2,VARSmall/returns,data_0.csv,0.0002319812774658203,9
7,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,11,2,VARSmall/returns,data_0.csv,0.0002269744873046875,7
8,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,11,2,VARSmall/returns,data_0.csv,0.00023627281188964844,8
9,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,11,2,VARSmall/returns,data_0.csv,0.00022125244140625,8
0,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,12,2,VARSmall/returns,data_0.csv,0.00022649765014648438,9
1,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,12,2,VARSmall/returns,data_0.csv,0.00021982192993164062,9
2,0.6,1.0,0.7499999999999999,6,4,0,0,12,2,VARSmall/returns,data_0.csv,0.000217437744140625,10
3,0.42857142857142855,0.5,0.4615384615384615,3,4,3,0,12,2,VARSmall/returns,data_0.csv,0.00021791458129882812,7
4,0.625,0.8333333333333334,0.7142857142857143,5,3,1,1,12,2,VARSmall/returns,data_0.csv,0.00021767616271972656,8
5,0.5,0.6666666666666666,0.5714285714285715,4,4,2,0,12,2,VARSmall/returns,data_0.csv,0.00022029876708984375,8
6,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,12,2,VARSmall/returns,data_0.csv,0.00021576881408691406,9
7,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2,1,12,2,VARSmall/returns,data_0.csv,0.0002167224884033203,7
8,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,12,2,VARSmall/returns,data_0.csv,0.00021576881408691406,9
9,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,12,2,VARSmall/returns,data_0.csv,0.0002181529998779297,9
0,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,13,2,VARSmall/returns,data_0.csv,0.0002815723419189453,9
1,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,13,2,VARSmall/returns,data_0.csv,0.00023317337036132812,9
2,0.6,1.0,0.7499999999999999,6,4,0,0,13,2,VARSmall/returns,data_0.csv,0.0002219676971435547,10
3,0.42857142857142855,0.5,0.4615384615384615,3,4,3,0,13,2,VARSmall/returns,data_0.csv,0.00022363662719726562,7
4,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,13,2,VARSmall/returns,data_0.csv,0.00021910667419433594,9
5,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,13,2,VARSmall/returns,data_0.csv,0.00022983551025390625,9
6,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,0,13,2,VARSmall/returns,data_0.csv,0.0002193450927734375,9
7,0.625,0.8333333333333334,0.7142857142857143,5,3,1,1,13,2,VARSmall/returns,data_0.csv,0.00022864341735839844,8
